nombre,marca,modelo,sku,categoria,condicion,estado,stock,stockMinimo,costoUSD,precioVentaBaseUSD
Grafica RX Vega 64 - 8 GB - XFX -XFX,,,GRAFICA-RX-VEGA-64-8-GB-XFX-XFX,GPU,nuevo,activo,1,1,0,0
Impresora Canon G1130,,,IMPRESORA-CANON-G1130,IMPRESORA,nuevo,activo,2,1,0,0
Impresora canon G3180,,,IMPRESORA-CANON-G3180,IMPRESORA,nuevo,activo,2,1,0,0
Impresora Epson L3250,,,IMPRESORA-EPSON-L3250,IMPRESORA,nuevo,activo,2,1,0,0
Laptop nueva Acer i5-13va. 8-256,,,LAPTOP-NUEVA-ACER-I5-13VA-8-256,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Acer RYZEN 5 7000 8-256,,,LAPTOP-NUEVA-ACER-RYZEN-5-7000-8-2,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Acer i5-13va/16/512 + RTX 4050,,,LAPTOP-NUEVA-ACER-I5-13VA-16-512-R,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Asus i3 13va. 8-128,,,LAPTOP-NUEVA-ASUS-I3-13VA-8-128,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Asus i3 N305,,,LAPTOP-NUEVA-ASUS-I3-N305,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Asus i7-13va. 16-512,,,LAPTOP-NUEVA-ASUS-I7-13VA-16-512,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Asus Ryzen 3 / 8 /128,,,LAPTOP-NUEVA-ASUS-RYZEN-3-8-128,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Asus Tuf Ryzen 5/16/512 + RTX 2050,,,LAPTOP-NUEVA-ASUS-TUF-RYZEN-5-16-5,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Asus Tuf Ryzen 5/16/512 + RTX 4060,,,LAPTOP-NUEVA-ASUS-TUF-RYZEN-5-16-5-2,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Compag ryzen 3 16-256,,,LAPTOP-NUEVA-COMPAG-RYZEN-3-16-256,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Compag Ryzen 7 5825U / 16 -512,,,LAPTOP-NUEVA-COMPAG-RYZEN-7-5825U-,LAPTOP,nuevo,activo,2,1,0,0
"Laptop nueva HP Core ultra 7- 16""""-16gb - 1 tb",,,LAPTOP-NUEVA-HP-CORE-ULTRA-7-16-16,LAPTOP,nuevo,activo,0,1,0,0
Laptop Nueva HP intel core 7 ultra / 16 -512 tactil,,,LAPTOP-NUEVA-HP-INTEL-CORE-7-ULTRA,LAPTOP,nuevo,activo,1,1,0,0
Laptop Nueva HP intel core 7 ultra /16/1tb,,,LAPTOP-NUEVA-HP-INTEL-CORE-7-ULTRA-2,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva HP N150 8 /128,,,LAPTOP-NUEVA-HP-N150-8-128,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva HP N150 8 /256,,,LAPTOP-NUEVA-HP-N150-8-256,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva HP Ryzen 5-7520 / 8-256,,,LAPTOP-NUEVA-HP-RYZEN-5-7520-8-256,LAPTOP,nuevo,activo,2,1,0,0
Laptop Nueva HP Ryzen 3 -8-128,,,LAPTOP-NUEVA-HP-RYZEN-3-8-128,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva HP victus i5-13va. /8/512 + RTX 3050,,,LAPTOP-NUEVA-HP-VICTUS-I5-13VA-8-5,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva HP victus Ryzen 5 /16/512 + RX 6650,,,LAPTOP-NUEVA-HP-VICTUS-RYZEN-5-16-,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Jemip Celeron N4020 8/256,,,LAPTOP-NUEVA-JEMIP-CELERON-N4020-8,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva Lenovo i7 13620H 8/256,,,LAPTOP-NUEVA-LENOVO-I7-13620H-8-25,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Lenovo i5 13450HX 16/1TB,,,LAPTOP-NUEVA-LENOVO-I5-13450HX-16-,LAPTOP,nuevo,activo,1,1,0,0
"Laptop nueva Lenovo Amd Athlon 3050 - 8-128 15.6""""",,,LAPTOP-NUEVA-LENOVO-AMD-ATHLON-305,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva Lenovo i5-13va. 16-256,,,LAPTOP-NUEVA-LENOVO-I5-13VA-16-256,LAPTOP,nuevo,activo,2,1,0,0
Laptop nueva lenovo intel core n4500 celeron,,,LAPTOP-NUEVA-LENOVO-INTEL-CORE-N45,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva lenovo i5 1335U 16ram/256gb almac.,,,LAPTOP-NUEVA-LENOVO-I5-1335U-16RAM,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva lenovo intel N4500 4ram/128gb almac.,,,LAPTOP-NUEVA-LENOVO-INTEL-N4500-4R,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva Lenovo Ryzen 3 7000 8-256.,,,LAPTOP-NUEVA-LENOVO-RYZEN-3-7000-8,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva Lenovo Ryzen 5- 7520u 8-256,,,LAPTOP-NUEVA-LENOVO-RYZEN-5-7520U-,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva MSI i5-13va/ 16/512 + RTX 3050,,,LAPTOP-NUEVA-MSI-I5-13VA-16-512-RT,LAPTOP,nuevo,activo,0,1,0,0
Laptop nueva MSI i7/ 32/1 TB + RTX 5070,,,LAPTOP-NUEVA-MSI-I7-32-1-TB-RTX-50,LAPTOP,nuevo,activo,1,1,0,0
Laptop nueva MSI Ryzen 5/ 16/512 + RTX 4050,,,LAPTOP-NUEVA-MSI-RYZEN-5-16-512-RT,LAPTOP,nuevo,activo,0,1,0,0
Laptop Refurb. Dell i5-10ma. 14 16-256,,,LAPTOP-REFURB-DELL-I5-10MA-14-16-2,LAPTOP,refurbished,activo,1,1,0,0
"Laptop Refurb. Dell i5-11va 14"""" Tactil",,,LAPTOP-REFURB-DELL-I5-11VA-14-TACT,LAPTOP,refurbished,activo,2,1,0,0
Laptop Refurb.dell i7 10ma,,,LAPTOP-REFURB-DELL-I7-10MA,LAPTOP,refurbished,activo,1,1,0,0
"Laptop Refurb. Dell i5-7ma 14""""",,,LAPTOP-REFURB-DELL-I5-7MA-14,LAPTOP,refurbished,activo,1,1,0,0
Laptop Refurb. Dell i5-8va. Grado A,,,LAPTOP-REFURB-DELL-I5-8VA-GRADO-A,LAPTOP,refurbished,activo,1,1,0,0
Laptop Refurb. Dell i7-10ma. 10610u 16gb,,,LAPTOP-REFURB-DELL-I7-10MA-10610U-,LAPTOP,refurbished,activo,1,1,0,0
Laptop Refurb.,,,LAPTOP-REFURB,LAPTOP,refurbished,activo,0,1,0,0
Laptop Refurb. Dell i7-8va / 8 - 256 Grado A,,,LAPTOP-REFURB-DELL-I7-8VA-8-256-GR,LAPTOP,refurbished,activo,2,1,0,0
Laptop Refurb. Dell i7-8va. 8-256,,,LAPTOP-REFURB-DELL-I7-8VA-8-256,LAPTOP,refurbished,activo,1,1,0,0
Laptop Refurb. ACER Nitro i7 13620H 16/512 4060,,,LAPTOP-REFURB-ACER-NITRO-I7-13620H,LAPTOP,refurbished,activo,1,1,0,0
Laptop Refurb. HP i3-10ma.,,,LAPTOP-REFURB-HP-I3-10MA,LAPTOP,refurbished,activo,0,1,0,0
Laptop Refurb. HP i5-6ta,,,LAPTOP-REFURB-HP-I5-6TA,LAPTOP,refurbished,activo,1,1,0,0
Laptop Refurb. Lenovo Ryzen 3 3200,,,LAPTOP-REFURB-LENOVO-RYZEN-3-3200,LAPTOP,refurbished,activo,0,1,0,0
Laptop Refurb. Lenovo Thinkpack i7-6ta,,,LAPTOP-REFURB-LENOVO-THINKPACK-I7-,LAPTOP,refurbished,activo,1,1,0,0
Laptop Refurb. Lenovo Thinkpack i5-8va,,,LAPTOP-REFURB-LENOVO-THINKPACK-I5-,LAPTOP,refurbished,activo,0,1,0,0
Microfono + placa v8 + brazo,,,MICROFONO-PLACA-V8-BRAZO,ACCESORIOS,nuevo,activo,0,1,0,0
Microfono Balita doble. Tipo C,,,MICROFONO-BALITA-DOBLE-TIPO-C,ACCESORIOS,nuevo,activo,0,1,0,0
Microfono Balita Lavalier. Iphone,,,MICROFONO-BALITA-LAVALIER-IPHONE,ACCESORIOS,nuevo,activo,0,1,0,0
Microfono Balita Lavalier. Tipo C,,,MICROFONO-BALITA-LAVALIER-TIPO-C,ACCESORIOS,nuevo,activo,0,1,0,0
Microfono Boya,,,MICROFONO-BOYA,ACCESORIOS,nuevo,activo,2,1,0,0
Microfono JBL pbm100,,,MICROFONO-JBL-PBM100,ACCESORIOS,nuevo,activo,2,1,0,0
Microfono Razer Seiren Mini,,,MICROFONO-RAZER-SEIREN-MINI,ACCESORIOS,nuevo,activo,2,1,0,0
Microfono Redragon Quasar 2,,,MICROFONO-REDRAGON-QUASAR-2,ACCESORIOS,nuevo,activo,3,1,0,0
Microfono shure PGA58,,,MICROFONO-SHURE-PGA58,ACCESORIOS,nuevo,activo,2,1,0,0
Microfono shure SM58,,,MICROFONO-SHURE-SM58,ACCESORIOS,nuevo,activo,1,1,0,0
"Microfono T-wolf RGB , caja blanca",,,MICROFONO-T-WOLF-RGB-CAJA-BLANCA,ACCESORIOS,nuevo,activo,0,1,0,0
"Microfono V3 Pro, caja blanca",,,MICROFONO-V3-PRO-CAJA-BLANCA,ACCESORIOS,nuevo,activo,5,1,0,0
Microfono V5 Caja verde,,,MICROFONO-V5-CAJA-VERDE,ACCESORIOS,nuevo,activo,2,1,0,0
Mini Pc Ryzen 5,,,MINI-PC-RYZEN-5,MINI,nuevo,activo,0,1,0,0
"Monitor 19.5"""" - 60hz - AROA",,,MONITOR-19-5-60HZ-AROA,MONITOR,nuevo,activo,0,1,0,0
"Monitor 20"""" - Auce - 60hz - ",,,MONITOR-20-AUCE-60HZ,MONITOR,nuevo,activo,3,1,0,0
"Monitor 21.5"""" - Astron - 100hz - ",,,MONITOR-21-5-ASTRON-100HZ,MONITOR,nuevo,activo,2,1,0,0
"Monitor 21.5"""" - MSI - 100 Hz - (MP225)",,,MONITOR-21-5-MSI-100-HZ-MP225,MONITOR,nuevo,activo,1,1,0,0
"Monitor 23.5"""" - Gamemax -120 Hz - ",,,MONITOR-23-5-GAMEMAX-120-HZ,MONITOR,nuevo,activo,0,1,0,0
"Monitor 23.8"""" - Astron - 165hz - ",,,MONITOR-23-8-ASTRON-165HZ,MONITOR,nuevo,activo,0,1,0,0
"Monitor 23.8"""" - Gamemax -120 hz",,,MONITOR-23-8-GAMEMAX-120-HZ,MONITOR,nuevo,activo,1,1,0,0
"Monitor 24"""" - jemip Zeta One - 120hz - ",,,MONITOR-24-JEMIP-ZETA-ONE-120HZ,MONITOR,nuevo,activo,0,1,0,0
"Monitor 24"""" - Master - 165Hz - ",,,MONITOR-24-MASTER-165HZ,MONITOR,nuevo,activo,1,1,0,0
"Monitor 24"""" - MSI PRO MP243L",,,MONITOR-24-MSI-PRO-MP243L,MONITOR,nuevo,activo,1,1,0,0
"Monitor 25"""" - MSI PRO MP251 ",,,MONITOR-25-MSI-PRO-MP251,MONITOR,nuevo,activo,2,1,0,0
"Monitor 24"""" - Samsung curvo",,,MONITOR-24-SAMSUNG-CURVO,MONITOR,nuevo,activo,1,1,0,0
"Monitor 27"""" - Astron - 165hz - ",,,MONITOR-27-ASTRON-165HZ,MONITOR,nuevo,activo,0,1,0,0
"Monitor 27"""" - Jemip - 2K - ",,,MONITOR-27-JEMIP-2K,MONITOR,nuevo,activo,0,1,0,0
"Monitor 27"""" - Jemip caja roja - 100 Hz - ",,,MONITOR-27-JEMIP-CAJA-ROJA-100-HZ,MONITOR,nuevo,activo,0,1,0,0
"Monitor 27"""" - Master MD 27 165hz",,,MONITOR-27-MASTER-MD-27-165HZ,MONITOR,nuevo,activo,1,1,0,0
"Monitor 27"""" - MSI - 2K (G27CQF)",,,MONITOR-27-MSI-2K-G27CQF,MONITOR,nuevo,activo,1,1,0,0
"Monitor 27"""" - MSI PRO MP273L",,,MONITOR-27-MSI-PRO-MP273L,MONITOR,nuevo,activo,1,1,0,0
"Monitor 27"""" - MSI Curvo - 280 Hz - ",,,MONITOR-27-MSI-CURVO-280-HZ,MONITOR,nuevo,activo,0,1,0,0
"Monitor 27"""" - MSI MAC - 2k - ",,,MONITOR-27-MSI-MAC-2K,MONITOR,nuevo,activo,0,1,0,0
"Monitor 27"""" - Samsung ODISSEY ",,,MONITOR-27-SAMSUNG-ODISSEY,MONITOR,nuevo,activo,1,1,0,0
"Monitor 32"""" - LG",,,MONITOR-32-LG,MONITOR,nuevo,activo,2,1,0,0
"Monitor 32"""" - Master ",,,MONITOR-32-MASTER,MONITOR,nuevo,activo,2,1,0,0
Mouse AST,,,MOUSE-AST,MOUSE,nuevo,activo,0,1,0,0
Mouse Corsair Harpoon RGB,,,MOUSE-CORSAIR-HARPOON-RGB,MOUSE,nuevo,activo,0,1,0,0
Mouse Corsair M65 RGB,,,MOUSE-CORSAIR-M65-RGB,MOUSE,nuevo,activo,0,1,0,0
Mouse EVGA X15,,,MOUSE-EVGA-X15,MOUSE,nuevo,activo,0,1,0,0
Mouse EVGA X17,,,MOUSE-EVGA-X17,MOUSE,nuevo,activo,3,1,0,0
Mouse Fantech Crypto,,,MOUSE-FANTECH-CRYPTO,COOLING,nuevo,activo,0,1,0,0
Mouse Fantech Kanata Alambrico,,,MOUSE-FANTECH-KANATA-ALAMBRICO,COOLING,nuevo,activo,0,1,0,0
Mouse Gamemax Combo con mousepad y mouse,,,MOUSE-GAMEMAX-COMBO-CON-MOUSEPAD-Y,ACCESORIOS,nuevo,activo,0,1,0,0
Mouse Genius DX120,,,MOUSE-GENIUS-DX120,MOUSE,nuevo,activo,4,1,0,0
Mouse Genius DX125,,,MOUSE-GENIUS-DX125,MOUSE,nuevo,activo,0,1,0,0
Mouse Genius Scorpion M700,,,MOUSE-GENIUS-SCORPION-M700,MOUSE,nuevo,activo,2,1,0,0
Mouse inalambrico Biucen,,,MOUSE-INALAMBRICO-BIUCEN,MOUSE,nuevo,activo,0,1,0,0
Mouse inalambrico bluetooth T-Wolf X9 Rosado,,,MOUSE-INALAMBRICO-BLUETOOTH-T-WOLF,MOUSE,nuevo,activo,0,1,0,0
Mouse Inalambrico Fantech Kanata,,,MOUSE-INALAMBRICO-FANTECH-KANATA,COOLING,nuevo,activo,5,1,0,0
Mouse Inalambrico Genius M300,,,MOUSE-INALAMBRICO-GENIUS-M300,MOUSE,nuevo,activo,0,1,0,0
Mouse Inalambrico T-wolf Q2,,,MOUSE-INALAMBRICO-T-WOLF-Q2,MOUSE,nuevo,activo,4,1,0,0
Mouse Inalambrico T-Wolf Q4,,,MOUSE-INALAMBRICO-T-WOLF-Q4,MOUSE,nuevo,activo,0,1,0,0
Mouse Inalambrico UP,,,MOUSE-INALAMBRICO-UP,MOUSE,nuevo,activo,6,1,0,0
Mouse Logitech G305,,,MOUSE-LOGITECH-G305,MOUSE,nuevo,activo,3,1,0,0
Mouse Logitech G304,,,MOUSE-LOGITECH-G304,MOUSE,nuevo,activo,2,1,0,0
Mouse Logitech G502,,,MOUSE-LOGITECH-G502,MOUSE,nuevo,activo,2,1,0,0
Mouse MSI Clutch GM08,,,MOUSE-MSI-CLUTCH-GM08,MOUSE,nuevo,activo,4,1,0,0
Mouse MSI Forge GM300,,,MOUSE-MSI-FORGE-GM300,MOUSE,nuevo,activo,4,1,0,0
Mouse Razer Deathadder chroma,,,MOUSE-RAZER-DEATHADDER-CHROMA,MOUSE,nuevo,activo,4,1,0,0
Mouse Razer ORICHI V2,,,MOUSE-RAZER-ORICHI-V2,MOUSE,nuevo,activo,1,1,0,0
Mouse Razer Basilisk V3,,,MOUSE-RAZER-BASILISK-V3,MOUSE,nuevo,activo,0,1,0,0
Mouse Razer Basilisk V3x Hyperspeed,,,MOUSE-RAZER-BASILISK-V3X-HYPERSPEE,MOUSE,nuevo,activo,3,1,0,0
Mouse Razer Deathadder Essential,,,MOUSE-RAZER-DEATHADDER-ESSENTIAL,MOUSE,nuevo,activo,3,1,0,0
Mouse Razer Viper Hyperspeed,,,MOUSE-RAZER-VIPER-HYPERSPEED,MOUSE,nuevo,activo,1,1,0,0
Mouse Razer Viper V3,,,MOUSE-RAZER-VIPER-V3,MOUSE,nuevo,activo,0,1,0,0
Mouse Redragon Centrophorus7.200 DPI,,,MOUSE-REDRAGON-CENTROPHORUS7-200-D,MOUSE,nuevo,activo,0,1,0,0
Mouse Redragon Cobra 10.000 DPI,,,MOUSE-REDRAGON-COBRA-10-000-DPI,MOUSE,nuevo,activo,0,1,0,0
Mouse Redragon Ergonomico BM 4033,,,MOUSE-REDRAGON-ERGONOMICO-BM-4033,MOUSE,nuevo,activo,0,1,0,0
Mouse Redragon Gainer 4.000 DPI,,,MOUSE-REDRAGON-GAINER-4-000-DPI,MOUSE,nuevo,activo,4,1,0,0
Mouse Redragon Griffin 7.200 DPI,,,MOUSE-REDRAGON-GRIFFIN-7-200-DPI,MOUSE,nuevo,activo,2,1,0,0
Mouse Redragon K1NG 1K 12.400 DPI,,,MOUSE-REDRAGON-K1NG-1K-12-400-DPI,MOUSE,nuevo,activo,4,1,0,0
Mouse Redragon Predator Pro 8.000 DPI,,,MOUSE-REDRAGON-PREDATOR-PRO-8-000-,MOUSE,nuevo,activo,2,1,0,0
Mouse Redragon Reaping,,,MOUSE-REDRAGON-REAPING,MOUSE,nuevo,activo,3,1,0,0
Mouse Redragon Storm 16.000 DPI,,,MOUSE-REDRAGON-STORM-16-000-DPI,MOUSE,nuevo,activo,0,1,0,0
Mouse Redragon Storm Pro 12.400 DPI,,,MOUSE-REDRAGON-STORM-PRO-12-400-DP,MOUSE,nuevo,activo,2,1,0,0
Mouse Onikuma CW902,,,MOUSE-ONIKUMA-CW902,MOUSE,nuevo,activo,4,1,0,0
Mouse Fashion,,,MOUSE-FASHION,MOUSE,nuevo,activo,12,1,0,0
Mouse Inalambrico recargable,,,MOUSE-INALAMBRICO-RECARGABLE,MOUSE,nuevo,activo,26,1,0,0
Mouse T-Wolf V1,,,MOUSE-T-WOLF-V1,MOUSE,nuevo,activo,0,1,0,0
Mouse T-Wolf V13,,,MOUSE-T-WOLF-V13,MOUSE,nuevo,activo,0,1,0,0
Mouse T-Wolf V15,,,MOUSE-T-WOLF-V15,MOUSE,nuevo,activo,10,1,0,0
Mouse T-Wolf V2,,,MOUSE-T-WOLF-V2,MOUSE,nuevo,activo,4,1,0,0
Mouse y Mousepad Gamemax combo,,,MOUSE-Y-MOUSEPAD-GAMEMAX-COMBO,ACCESORIOS,nuevo,activo,5,1,0,0
Mousepad Cuadrado Havit,,,MOUSEPAD-CUADRADO-HAVIT,MOUSEPAD,nuevo,activo,0,1,0,0
Mousepad Cuadrado Redragon,,,MOUSEPAD-CUADRADO-REDRAGON,MOUSEPAD,nuevo,activo,0,1,0,0
Mousepad Cuadrado UP MPO3-of,,,MOUSEPAD-CUADRADO-UP-MPO3-OF,MOUSEPAD,nuevo,activo,0,1,0,0
Mousepad sencillo turquesa,,,MOUSEPAD-SENCILLO-TURQUESA,MOUSEPAD,nuevo,activo,0,1,0,0
Mousepad XL RGB,,,MOUSEPAD-XL-RGB,MOUSEPAD,nuevo,activo,3,1,0,0
Mousepad SUZAKU Redragon,,,MOUSEPAD-SUZAKU-REDRAGON,MOUSEPAD,nuevo,activo,2,1,0,0
Mousepad KUNLUN Redragon,,,MOUSEPAD-KUNLUN-REDRAGON,MOUSEPAD,nuevo,activo,2,1,0,0
Mousepad XXL Redragon,,,MOUSEPAD-XXL-REDRAGON,MOUSEPAD,nuevo,activo,0,1,0,0
Mousepad XL UP,,,MOUSEPAD-XL-UP,MOUSEPAD,nuevo,activo,2,1,0,0
Pasta Termica Corsair,,,PASTA-TERMICA-CORSAIR,COOLING,nuevo,activo,5,1,0,0
Pasta Termica economica mediana,,,PASTA-TERMICA-ECONOMICA-MEDIANA,COOLING,nuevo,activo,3,1,0,0
Pasta Termica economica peque�a,,,PASTA-TERMICA-ECONOMICA-PEQUE-A,COOLING,nuevo,activo,10,1,0,0
Pasta Termica Gamemax,,,PASTA-TERMICA-GAMEMAX,COOLING,nuevo,activo,4,1,0,0
Pasta Termica Thermal Grizzly,,,PASTA-TERMICA-THERMAL-GRIZZLY,COOLING,nuevo,activo,4,1,0,0
Pasta Termica MX4 Caja Grande (1 TIENDA),,,PASTA-TERMICA-MX4-CAJA-GRANDE-1-TI,COOLING,nuevo,activo,1,1,0,0
Pasta Termica MX6,,,PASTA-TERMICA-MX6,COOLING,nuevo,activo,4,1,0,0
Pasta Termica MX7,,,PASTA-TERMICA-MX7,COOLING,nuevo,activo,0,1,0,0
Placa Arteck AK-H110M,,,PLACA-ARTECK-AK-H110M,MOBO,nuevo,activo,1,1,0,0
Placa Arteck AK-H81M EL VS,,,PLACA-ARTECK-AK-H81M-EL-VS,MOBO,nuevo,activo,0,1,0,0
Placa Asrock A520M-HDV,,,PLACA-ASROCK-A520M-HDV,MOBO,nuevo,activo,1,1,0,0
Placa Asrock B450M,,,PLACA-ASROCK-B450M,MOBO,nuevo,activo,0,1,0,0
Placa Asrock B850M - X. WIFI AM5,,,PLACA-ASROCK-B850M-X-WIFI-AM5,MOBO,nuevo,activo,2,1,0,0
Placa Asrock H510M - SE (Intel),,,PLACA-ASROCK-H510M-SE-INTEL,MOBO,nuevo,activo,0,1,0,0
Placa Asrock H610M - HDV m.2,,,PLACA-ASROCK-H610M-HDV-M-2,MOBO,nuevo,activo,0,1,0,0
Placa Asrock H610M HVSI m.2 Pro,,,PLACA-ASROCK-H610M-HVSI-M-2-PRO,MOBO,nuevo,activo,5,1,0,0
Placa Asrock H810M - X,,,PLACA-ASROCK-H810M-X,MOBO,nuevo,activo,1,1,0,0
Placa Asrock Phanton Z590 Gaming S4,,,PLACA-ASROCK-PHANTON-Z590-GAMING-S,MOBO,nuevo,activo,0,1,0,0
Placa Asus B760M-AYW - wifi D4,,,PLACA-ASUS-B760M-AYW-WIFI-D4,MOBO,nuevo,activo,0,1,0,0
Placa Asus Prime A520M-K (Ryzen),,,PLACA-ASUS-PRIME-A520M-K-RYZEN,MOBO,nuevo,activo,2,1,0,0
Placa Asus Prime B550- Plus HES,,,PLACA-ASUS-PRIME-B550-PLUS-HES,MOBO,nuevo,activo,0,1,0,0
Placa Asus Prime B550M - A - WIFI II***,,,PLACA-ASUS-PRIME-B550M-A-WIFI-II,MOBO,nuevo,activo,0,1,0,0
Placa Asus Prime B650 - DDR5 (Ryzen) Blanca,,,PLACA-ASUS-PRIME-B650-DDR5-RYZEN-B,MOBO,nuevo,activo,0,1,0,0
Placa Asus Prime H670- Plus D4,,,PLACA-ASUS-PRIME-H670-PLUS-D4,MOBO,nuevo,activo,0,1,0,0
Placa Asus Prime Z270 - 6ta. (Sin Caja),,,PLACA-ASUS-PRIME-Z270-6TA-SIN-CAJA,MOBO,nuevo,activo,2,1,0,0
Placa Asus Prime Z590 - P (Intel),,,PLACA-ASUS-PRIME-Z590-P-INTEL,MOBO,nuevo,activo,0,1,0,0
Placa Asus Prime Z290 6TA (sin caja),,,PLACA-ASUS-PRIME-Z290-6TA-SIN-CAJA,MOBO,nuevo,activo,1,1,0,0
Placa AsusTuf A520M (Ryzen) Sin Caja,,,PLACA-ASUSTUF-A520M-RYZEN-SIN-CAJA,MOBO,nuevo,activo,2,1,0,0
Placa Biostar A620A DDR5,,,PLACA-BIOSTAR-A620A-DDR5,MOBO,nuevo,activo,1,1,0,0
Placa Biostar A620M DDR5,,,PLACA-BIOSTAR-A620M-DDR5,MOBO,nuevo,activo,2,1,0,0
Placa Biostar H610MHP,,,PLACA-BIOSTAR-H610MHP,MOBO,nuevo,activo,1,1,0,0
Placa combo G31m7,,,PLACA-COMBO-G31M7,MOBO,nuevo,activo,0,1,0,0
Placa DDR2,,,PLACA-DDR2,MOBO,nuevo,activo,1,1,0,0
Placa DDR3 H61 sergio,,,PLACA-DDR3-H61-SERGIO,MOBO,nuevo,activo,1,1,0,0
Placa Esonic H110 Intel,,,PLACA-ESONIC-H110-INTEL,MOBO,nuevo,activo,0,1,0,0
Placa Esonic H61DA,,,PLACA-ESONIC-H61DA,MOBO,nuevo,activo,3,1,0,0
Placa Esonic H81DA,,,PLACA-ESONIC-H81DA,MOBO,nuevo,activo,5,1,0,0
Placa Gigabyte A520M-K-V2 / EXIBICION MALA,,,PLACA-GIGABYTE-A520M-K-V2-EXIBICIO,MOBO,nuevo,activo,1,1,0,0
Placa Gigabyte Aorus B550 (Ryzen),,,PLACA-GIGABYTE-AORUS-B550-RYZEN,MOBO,nuevo,activo,0,1,0,0
